Age,Gender,Race,Prior_Offenses,Risk_Score,re-offend,Employment_Status,Location,Family_Background
67,1,1,4,1,0,Part-Time,Urban,Criminal Background
62,0,2,0,0.494851165,0,Part-Time,Urban,No Criminal Background
30,0,1,4,0.702249604,0,Employed,Urban,Criminal Background
63,0,3,1,0.495442,1,Student,Rural,Criminal Background
35,0,0,0,0.889195063,0,Unemployed,Urban,Criminal Background
50,0,2,1,0.936618115,0,Student,Urban,No Criminal Background
38,0,2,1,0.586004892,0,Student,Rural,No Criminal Background
33,0,3,2,0.638712202,1,Unemployed,Rural,No Criminal Background
32,0,3,3,0.473508619,0,Unemployed,Urban,Criminal Background
22,1,2,2,0.177096694,0,Student,Urban,Criminal Background
23,0,2,2,1,0,Unemployed,Rural,No Criminal Background
55,0,1,2,0.417225229,1,Part-Time,Urban,Criminal Background
20,1,1,0,1,0,Unemployed,Rural,Criminal Background
65,1,2,3,0.863781528,0,Unemployed,Rural,No Criminal Background
29,1,1,3,0.94910112,1,Part-Time,Urban,No Criminal Background
53,1,3,0,0.98360654,0,Part-Time,Rural,Criminal Background
50,0,0,2,0.791992551,0,Part-Time,Rural,No Criminal Background
53,0,1,2,1,1,Unemployed,Urban,No Criminal Background
50,1,0,1,0.176082189,1,Part-Time,Rural,Criminal Background
48,1,1,1,0.789657846,0,Part-Time,Rural,Criminal Background
38,0,2,4,0.849503174,0,Employed,Urban,Criminal Background
44,0,1,1,0.358566293,0,Employed,Urban,No Criminal Background
44,0,0,3,0.983906237,1,Unemployed,Rural,No Criminal Background
25,0,0,0,0.856324512,1,Part-Time,Urban,Criminal Background
54,1,2,2,1,0,Unemployed,Rural,Criminal Background
49,0,0,4,0.361379764,0,Employed,Rural,No Criminal Background
43,1,2,1,0.71568692,1,Employed,Rural,Criminal Background
19,1,2,4,0.304253283,0,Part-Time,Urban,No Criminal Background
29,1,0,0,0.892391268,0,Unemployed,Rural,Criminal Background
39,0,3,0,0.534734583,0,Employed,Rural,No Criminal Background
34,1,0,4,0.657298812,0,Student,Urban,No Criminal Background
24,0,0,4,0.45742398,1,Part-Time,Urban,No Criminal Background
60,1,1,4,0.223536439,1,Unemployed,Urban,No Criminal Background
21,0,0,2,0.195832483,0,Student,Urban,Criminal Background
54,1,1,3,0.097736823,0,Part-Time,Rural,Criminal Background
55,1,1,1,0.815855937,0,Part-Time,Urban,No Criminal Background
49,0,0,1,0.933502238,1,Employed,Urban,No Criminal Background
28,0,2,1,0.027676514,0,Unemployed,Rural,No Criminal Background
18,1,3,4,0.069551477,0,Employed,Rural,Criminal Background
42,1,0,4,0.457466992,0,Student,Urban,Criminal Background
59,0,0,4,0.81149281,0,Student,Urban,Criminal Background
69,1,2,2,0.157707645,0,Student,Urban,Criminal Background
41,0,1,2,0.358579742,1,Student,Urban,No Criminal Background
60,0,2,2,0.267967162,0,Student,Rural,Criminal Background
34,1,2,2,0.458908901,0,Unemployed,Urban,No Criminal Background
25,0,1,0,0.358625391,0,Unemployed,Rural,Criminal Background
62,1,0,2,0.370228612,0,Part-Time,Rural,Criminal Background
44,0,2,2,0.801396859,0,Part-Time,Urban,Criminal Background
69,0,2,2,0.811573034,0,Unemployed,Rural,Criminal Background
35,1,0,1,0.081181705,1,Part-Time,Urban,Criminal Background
44,0,0,1,0.701520233,0,Employed,Urban,No Criminal Background
39,1,3,1,0.548638747,0,Unemployed,Urban,No Criminal Background
33,0,2,3,1,0,Employed,Urban,No Criminal Background
19,0,3,0,0.334146486,1,Student,Rural,Criminal Background
22,0,1,4,1,0,Student,Urban,Criminal Background
35,0,0,2,0.844144251,1,Part-Time,Rural,No Criminal Background
20,1,0,1,0.254725898,0,Unemployed,Urban,Criminal Background
44,0,3,0,1,0,Student,Rural,Criminal Background
34,0,2,2,0.567316596,0,Part-Time,Rural,No Criminal Background
33,0,1,3,0.896126044,1,Employed,Urban,Criminal Background
23,1,2,4,0.184507282,0,Unemployed,Urban,Criminal Background
68,1,2,2,0.270694113,0,Part-Time,Rural,No Criminal Background
24,1,3,4,0.615412474,0,Student,Rural,Criminal Background
67,1,2,2,0.334978632,0,Employed,Rural,Criminal Background
31,0,3,3,0.54966221,0,Employed,Urban,No Criminal Background
55,0,0,0,0.411405719,0,Part-Time,Urban,No Criminal Background
57,0,0,4,0.891330608,0,Unemployed,Urban,Criminal Background
32,1,0,4,0.487145363,0,Part-Time,Urban,No Criminal Background
64,1,1,0,0.005808519,0,Student,Rural,Criminal Background
64,0,1,4,1,0,Unemployed,Rural,Criminal Background
65,0,2,1,0.536305438,0,Student,Rural,Criminal Background
50,0,3,0,0.394661583,0,Employed,Rural,Criminal Background
60,1,2,3,0.108739499,0,Employed,Rural,No Criminal Background
44,0,0,2,0.24240666,0,Student,Urban,No Criminal Background
46,0,2,2,0.246149521,0,Student,Urban,No Criminal Background
54,1,2,0,0.982137974,0,Employed,Rural,No Criminal Background
22,1,2,1,0.432512975,0,Part-Time,Urban,Criminal Background
46,0,0,3,0.050899675,0,Part-Time,Urban,No Criminal Background
49,1,3,2,0.15269835,0,Part-Time,Urban,Criminal Background
23,0,2,2,0.086935943,0,Student,Urban,Criminal Background
19,0,0,1,0.712531962,0,Student,Urban,Criminal Background
23,0,1,4,0.258657387,0,Employed,Rural,Criminal Background
63,0,3,0,0.662209186,0,Unemployed,Rural,Criminal Background
60,1,0,1,0.370062063,0,Part-Time,Urban,No Criminal Background
21,1,2,1,0.928477216,1,Part-Time,Rural,Criminal Background
46,1,0,1,0.336514119,0,Part-Time,Rural,No Criminal Background
42,0,3,1,0.504092031,1,Employed,Urban,Criminal Background
26,0,2,4,1,0,Unemployed,Urban,Criminal Background
20,0,1,3,0.657827132,1,Unemployed,Urban,Criminal Background
43,1,1,1,1,0,Unemployed,Urban,Criminal Background
65,1,1,1,0.917094518,1,Part-Time,Rural,Criminal Background
60,0,0,0,0.496740228,0,Student,Urban,No Criminal Background
44,1,3,2,0.503981926,0,Part-Time,Urban,Criminal Background
53,1,1,4,1,0,Unemployed,Rural,No Criminal Background
49,1,2,1,0.661611497,1,Employed,Urban,No Criminal Background
18,1,2,3,1,1,Unemployed,Rural,No Criminal Background
33,0,2,3,0.206466072,0,Part-Time,Rural,No Criminal Background
68,1,0,3,0.483236156,0,Student,Urban,No Criminal Background
65,0,3,0,1,0,Unemployed,Rural,Criminal Background
28,1,3,3,0.322612061,0,Student,Urban,Criminal Background
43,0,1,0,1,0,Unemployed,Rural,Criminal Background
57,0,3,4,0.10678524,1,Student,Urban,Criminal Background
18,1,2,3,0.90267117,0,Student,Urban,No Criminal Background
43,0,2,2,0.591353001,0,Unemployed,Rural,Criminal Background
45,0,0,1,0.081118582,0,Employed,Urban,Criminal Background
26,1,2,4,0.923497672,0,Part-Time,Rural,Criminal Background
61,0,3,2,0.290990945,0,Part-Time,Rural,No Criminal Background
39,1,2,4,0.025587644,0,Unemployed,Urban,No Criminal Background
25,0,1,3,0.188228648,0,Student,Rural,No Criminal Background
66,1,0,4,0.659114742,0,Part-Time,Urban,No Criminal Background
59,1,0,4,1,0,Student,Rural,No Criminal Background
44,1,3,4,0.11146214,0,Employed,Urban,Criminal Background
56,1,2,0,0.557802268,1,Unemployed,Rural,No Criminal Background
36,1,2,2,0.208635216,0,Employed,Rural,Criminal Background
42,0,3,3,0.860517197,1,Student,Rural,Criminal Background
55,0,3,1,0.136358029,0,Student,Rural,Criminal Background
38,1,1,3,0.382283763,0,Unemployed,Rural,No Criminal Background
41,0,3,3,0.237651221,0,Student,Urban,Criminal Background
41,0,2,0,0.698937522,0,Unemployed,Urban,Criminal Background
36,0,1,0,1,1,Unemployed,Rural,No Criminal Background
67,1,0,4,0.562199221,0,Employed,Urban,Criminal Background
64,1,2,3,0.058243453,0,Part-Time,Urban,No Criminal Background
19,0,0,2,0.681700606,0,Part-Time,Urban,No Criminal Background
31,1,0,0,0.837397049,0,Student,Rural,No Criminal Background
49,1,0,0,0.132156197,0,Part-Time,Urban,Criminal Background
59,0,2,2,0.087980569,0,Student,Urban,Criminal Background
49,1,0,0,0.216917983,0,Part-Time,Rural,Criminal Background
45,1,2,2,0.783390639,0,Employed,Rural,No Criminal Background
65,1,0,1,0.621264441,0,Part-Time,Rural,Criminal Background
56,1,3,2,0.567624387,0,Student,Rural,Criminal Background
57,1,3,1,0.288149278,0,Student,Rural,No Criminal Background
59,0,2,4,0.365460255,0,Part-Time,Urban,Criminal Background
64,1,0,4,1,0,Unemployed,Urban,Criminal Background
57,1,0,0,0.240625227,0,Employed,Urban,No Criminal Background
30,0,0,2,1,0,Unemployed,Rural,No Criminal Background
29,0,3,0,0.638584655,1,Part-Time,Urban,Criminal Background
25,1,0,2,0.163768531,0,Unemployed,Rural,Criminal Background
32,0,0,0,0.514043616,0,Part-Time,Urban,No Criminal Background
43,1,2,4,0.948548717,1,Student,Urban,No Criminal Background
29,0,0,4,0.555959756,0,Unemployed,Rural,No Criminal Background
60,1,3,0,0.863386565,0,Employed,Urban,Criminal Background
68,0,0,2,0.324382299,0,Unemployed,Urban,No Criminal Background
63,1,3,3,0.599468259,1,Student,Rural,Criminal Background
44,0,3,2,0.928237264,1,Student,Urban,No Criminal Background
35,1,1,0,1,0,Student,Urban,Criminal Background
62,1,3,2,0.558696872,0,Unemployed,Urban,No Criminal Background
53,1,1,1,0.806007009,0,Student,Rural,No Criminal Background
66,0,1,2,0.004543507,0,Student,Rural,Criminal Background
68,0,0,4,0.320327484,0,Unemployed,Urban,No Criminal Background
44,1,1,4,0.384622703,0,Unemployed,Urban,No Criminal Background
26,1,2,1,0.098167662,0,Part-Time,Rural,Criminal Background
56,1,3,2,0.337731729,1,Unemployed,Rural,Criminal Background
18,1,2,3,0.370895948,0,Student,Rural,No Criminal Background
24,0,1,2,1,0,Employed,Urban,No Criminal Background
43,0,0,4,0.80900888,1,Student,Urban,Criminal Background
24,0,3,4,0.541239453,1,Student,Rural,Criminal Background
69,1,2,0,1,0,Student,Rural,Criminal Background
24,1,0,4,0.193838885,0,Unemployed,Urban,Criminal Background
25,0,1,0,0.659806955,0,Employed,Rural,No Criminal Background
33,0,0,4,0.711768428,1,Student,Urban,No Criminal Background
20,0,2,4,0.073824978,0,Unemployed,Rural,No Criminal Background
62,0,0,3,0.910947049,0,Part-Time,Rural,Criminal Background
27,1,2,0,0.099867353,0,Employed,Urban,Criminal Background
67,1,0,0,0.147296424,0,Employed,Rural,No Criminal Background
24,1,3,4,0.192825086,1,Unemployed,Rural,Criminal Background
38,0,0,0,1,0,Part-Time,Urban,Criminal Background
54,1,3,4,0.683235545,0,Student,Urban,No Criminal Background
48,0,2,4,0.720970251,0,Part-Time,Urban,No Criminal Background
40,0,3,2,0.611042846,0,Employed,Urban,Criminal Background
44,0,0,0,0.370399588,0,Unemployed,Urban,No Criminal Background
39,0,3,1,0.717127609,1,Part-Time,Rural,No Criminal Background
56,0,2,0,0.521095219,1,Student,Rural,Criminal Background
44,1,0,0,0.14541615,0,Part-Time,Urban,Criminal Background
66,1,3,3,0.68959729,0,Part-Time,Urban,Criminal Background
21,1,3,1,0.156470468,1,Unemployed,Rural,Criminal Background
41,0,1,1,0.318378397,0,Unemployed,Urban,No Criminal Background
40,1,3,3,0.817699312,1,Employed,Urban,Criminal Background
65,0,1,3,1,0,Unemployed,Urban,Criminal Background
36,1,2,0,0.662540712,0,Part-Time,Rural,No Criminal Background
59,0,1,2,0.552027675,0,Student,Urban,No Criminal Background
20,0,2,3,0.457703999,1,Employed,Rural,No Criminal Background
44,1,3,1,0.833492101,1,Unemployed,Rural,Criminal Background
20,0,3,1,0.814006092,0,Part-Time,Urban,Criminal Background
45,1,1,0,0.673481427,0,Part-Time,Urban,No Criminal Background
34,1,2,2,1,0,Employed,Urban,Criminal Background
48,1,3,4,1,0,Employed,Rural,No Criminal Background
27,0,1,3,0.626067966,0,Unemployed,Urban,Criminal Background
66,0,1,3,1,0,Unemployed,Rural,No Criminal Background
39,0,1,0,0.752969228,0,Student,Rural,No Criminal Background
47,0,3,2,0.650185855,0,Employed,Rural,No Criminal Background
66,1,2,1,0.054964061,0,Employed,Urban,No Criminal Background
38,0,3,1,0.72923487,0,Part-Time,Rural,No Criminal Background
53,1,0,4,0.945606827,0,Student,Rural,No Criminal Background
40,1,0,1,0.897153927,1,Unemployed,Urban,Criminal Background
55,0,3,3,0.864948859,0,Student,Urban,Criminal Background
29,0,2,4,0.175921942,0,Student,Urban,No Criminal Background
42,1,1,2,0.451646303,0,Part-Time,Rural,Criminal Background
37,0,0,4,0.296286847,1,Employed,Rural,Criminal Background
66,1,0,2,0.315915282,0,Employed,Urban,Criminal Background
66,0,3,1,0.669367942,0,Employed,Rural,Criminal Background
59,0,0,0,0.53297651,1,Unemployed,Rural,No Criminal Background
24,1,0,4,0.560697817,0,Employed,Urban,Criminal Background
46,1,1,4,0.552511573,0,Student,Rural,Criminal Background
65,1,1,3,0.397249164,0,Student,Rural,Criminal Background
46,0,2,3,0.104943778,1,Employed,Urban,No Criminal Background
30,0,0,2,0.981022303,0,Student,Urban,No Criminal Background
20,0,2,0,0.016617341,0,Unemployed,Rural,Criminal Background
19,1,2,3,0.001735113,0,Employed,Rural,Criminal Background
33,1,1,3,1,0,Unemployed,Urban,Criminal Background
47,0,1,1,1,1,Employed,Urban,Criminal Background
55,1,3,1,0.919785077,0,Unemployed,Urban,Criminal Background
23,0,1,3,0.023185686,0,Unemployed,Urban,No Criminal Background
62,1,2,2,0.286763137,1,Unemployed,Urban,No Criminal Background
24,0,0,0,1,0,Student,Urban,Criminal Background
22,0,2,3,1,0,Unemployed,Urban,Criminal Background
24,0,2,2,0.685827811,0,Part-Time,Urban,Criminal Background
51,1,2,2,0.286009307,0,Unemployed,Rural,No Criminal Background
49,1,1,3,0.019830884,0,Unemployed,Urban,No Criminal Background
66,0,2,2,0.026389763,0,Unemployed,Urban,Criminal Background
30,0,3,4,0.774155792,0,Unemployed,Urban,No Criminal Background
47,0,0,2,0.025215817,0,Employed,Rural,Criminal Background
42,0,1,3,1,0,Student,Rural,No Criminal Background
38,0,2,2,0.201722217,0,Student,Urban,No Criminal Background
38,0,3,3,0.781778098,0,Student,Urban,No Criminal Background
45,1,0,1,0.162812707,0,Employed,Rural,No Criminal Background
65,1,2,3,0.621107434,0,Unemployed,Urban,No Criminal Background
37,1,0,2,0.107071944,1,Unemployed,Rural,No Criminal Background
51,1,1,3,0.920134109,1,Student,Urban,Criminal Background
22,0,1,0,0.772095845,0,Part-Time,Urban,Criminal Background
35,0,3,3,0.114450911,1,Unemployed,Rural,Criminal Background
56,0,1,3,1,1,Unemployed,Rural,Criminal Background
60,1,3,0,0.726577475,0,Unemployed,Rural,Criminal Background
28,1,2,0,0.967671926,0,Employed,Rural,Criminal Background
34,0,0,0,1,1,Unemployed,Rural,Criminal Background
65,1,1,4,1,0,Student,Rural,Criminal Background
62,1,0,3,0.093925629,0,Unemployed,Rural,Criminal Background
39,0,0,0,0.153676836,0,Student,Rural,No Criminal Background
54,0,2,0,1,0,Part-Time,Rural,Criminal Background
37,0,2,1,0.536360904,0,Employed,Urban,Criminal Background
65,1,1,4,0.285856863,0,Part-Time,Urban,No Criminal Background
65,0,2,3,0.973625578,0,Unemployed,Urban,Criminal Background
65,0,0,2,0.290713743,0,Part-Time,Urban,Criminal Background
63,0,3,4,0.919927845,1,Unemployed,Urban,No Criminal Background
23,1,3,4,0.879150067,0,Student,Rural,No Criminal Background
51,1,3,1,0.992093172,0,Unemployed,Urban,No Criminal Background
31,0,1,3,0.397917418,0,Employed,Urban,Criminal Background
65,0,2,3,0.441780431,0,Part-Time,Urban,Criminal Background
40,1,2,0,0.499000586,1,Unemployed,Rural,Criminal Background
37,1,2,0,0.56742022,0,Student,Rural,Criminal Background
30,0,2,4,0.193315644,0,Part-Time,Rural,Criminal Background
64,1,0,1,0.45247005,0,Employed,Urban,Criminal Background
61,0,3,3,0.710754531,0,Unemployed,Urban,Criminal Background
58,0,0,1,0.584879896,0,Employed,Urban,Criminal Background
49,1,1,2,1,0,Student,Urban,Criminal Background
43,0,3,3,0.625974743,0,Part-Time,Urban,Criminal Background
67,0,3,0,0.253862315,0,Part-Time,Urban,No Criminal Background
31,1,0,4,0.696285175,1,Part-Time,Rural,Criminal Background
69,0,1,1,1,0,Student,Rural,No Criminal Background
53,1,1,0,0.462769545,0,Unemployed,Rural,Criminal Background
25,0,3,4,0.94284036,1,Unemployed,Rural,No Criminal Background
57,0,2,0,0.204464221,1,Unemployed,Urban,Criminal Background
39,1,1,3,0.410311565,0,Employed,Urban,Criminal Background
39,1,0,1,0.90922393,1,Student,Urban,No Criminal Background
33,1,1,2,1,0,Part-Time,Urban,No Criminal Background
44,1,3,0,0.632857037,0,Student,Urban,No Criminal Background
27,1,2,1,0.702351461,0,Student,Urban,No Criminal Background
42,1,1,3,1,0,Student,Urban,No Criminal Background
48,0,3,0,1,0,Part-Time,Urban,No Criminal Background
38,1,1,3,0.617256915,0,Part-Time,Rural,Criminal Background
44,0,2,2,0.61773331,0,Employed,Urban,Criminal Background
34,1,0,2,0.436423645,1,Student,Rural,No Criminal Background
50,0,3,4,0.09105715,0,Unemployed,Urban,Criminal Background
48,0,3,4,0.46508382,0,Employed,Urban,Criminal Background
67,1,2,4,0.830158706,0,Part-Time,Rural,No Criminal Background
59,0,3,3,0.885374048,0,Part-Time,Urban,Criminal Background
43,0,2,4,0.981614826,1,Employed,Urban,Criminal Background
38,0,3,1,0.068360651,0,Unemployed,Rural,No Criminal Background
53,1,2,3,0.52715459,0,Student,Urban,No Criminal Background
18,1,1,3,0.135354855,0,Student,Rural,Criminal Background
21,0,1,4,0.304726634,1,Unemployed,Urban,Criminal Background
21,1,1,4,1,0,Student,Urban,No Criminal Background
43,1,3,3,0.521630821,0,Part-Time,Rural,No Criminal Background
21,0,2,2,0.834399413,0,Employed,Urban,Criminal Background
66,0,2,2,0.085518189,1,Unemployed,Rural,Criminal Background
26,1,0,4,0.458509154,0,Employed,Urban,No Criminal Background
47,1,1,2,0.809088337,1,Student,Urban,No Criminal Background
68,1,0,1,0.140076805,0,Student,Rural,Criminal Background
62,0,1,1,0.4300796,0,Part-Time,Urban,No Criminal Background
21,1,0,1,0.067775195,0,Part-Time,Rural,No Criminal Background
22,1,1,3,0.781607929,0,Student,Urban,Criminal Background
62,1,2,3,1,1,Student,Rural,No Criminal Background
40,0,1,3,1,1,Part-Time,Rural,No Criminal Background
33,0,3,3,1,0,Part-Time,Rural,No Criminal Background
39,0,1,3,1,0,Unemployed,Rural,No Criminal Background
54,1,1,4,1,1,Part-Time,Urban,No Criminal Background
25,1,2,2,0.696941463,0,Unemployed,Rural,No Criminal Background
65,0,3,4,0.655589174,1,Unemployed,Urban,Criminal Background
50,1,2,2,0.406254266,1,Employed,Urban,No Criminal Background
55,1,0,4,0.818094895,0,Part-Time,Urban,No Criminal Background
60,1,0,1,0.219846642,1,Unemployed,Rural,Criminal Background
33,0,3,0,0.064939778,0,Employed,Rural,Criminal Background
22,1,0,3,1,0,Employed,Urban,Criminal Background
33,1,3,0,0.003778185,0,Part-Time,Urban,No Criminal Background
24,0,1,0,1,0,Part-Time,Urban,Criminal Background
68,1,0,1,0.765296038,0,Employed,Rural,Criminal Background
18,0,1,0,0.575953871,1,Unemployed,Rural,Criminal Background
26,1,2,0,0.732710835,0,Part-Time,Rural,No Criminal Background
35,0,0,1,0.98962894,0,Employed,Urban,Criminal Background
62,0,2,2,0.311732492,0,Employed,Rural,No Criminal Background
64,1,2,4,1,0,Unemployed,Rural,No Criminal Background
20,1,3,0,0.844588106,0,Student,Rural,Criminal Background
41,0,2,3,0.331205287,0,Unemployed,Rural,No Criminal Background
45,1,3,1,0.041926354,0,Employed,Urban,No Criminal Background
27,0,3,0,0.25821469,0,Unemployed,Urban,No Criminal Background
26,1,3,2,0.200646409,1,Part-Time,Urban,No Criminal Background
30,1,3,2,0.065240454,0,Employed,Urban,No Criminal Background
65,1,3,3,0.876653917,0,Unemployed,Rural,Criminal Background
52,1,1,0,0.576801935,1,Unemployed,Urban,No Criminal Background
40,0,3,3,1,1,Unemployed,Urban,No Criminal Background
64,0,0,2,0.318996449,0,Unemployed,Urban,No Criminal Background
34,1,3,2,0.453232165,0,Employed,Urban,No Criminal Background
63,1,1,4,0.881844052,1,Unemployed,Urban,Criminal Background
24,1,0,2,0.921338197,0,Part-Time,Rural,Criminal Background
69,1,0,1,0.524621102,1,Student,Urban,No Criminal Background
33,1,1,4,0.470641031,0,Student,Rural,No Criminal Background
57,0,0,3,1,0,Student,Rural,Criminal Background
53,0,1,2,0.430001545,0,Part-Time,Rural,No Criminal Background
37,1,2,1,0.08736607,0,Student,Urban,No Criminal Background
41,0,2,4,0.489546318,0,Employed,Urban,Criminal Background
64,0,3,1,0.997461046,0,Employed,Rural,Criminal Background
22,1,3,4,0.030780832,0,Part-Time,Urban,No Criminal Background
